1,532,0.0017179497332563598
2,1064,0.0007063233127380399
3,1596,0.0004900529122137864
4,2128,5.5312435441083285e-05
5,2660,3.7599486361630986e-05
6,3192,1.7680173520744983e-05
7,3724,1.701524574884232e-05
8,4256,1.6561543648013478e-05
9,4788,1.3710328005456447e-05
10,5320,1.9132737780612058e-05
11,5852,1.2650741105970767e-05
12,6384,1.1488530788430198e-05
13,6916,1.3546634667313853e-05
14,7448,1.413509131478506e-05
15,7980,8.745103082387229e-06
16,8512,8.957153227224067e-06
17,9044,9.795260231928514e-06
18,9576,9.150360613576495e-06
19,10108,9.89456165031609e-06
20,10640,6.630838675139092e-06
21,11172,8.27014409959886e-06
22,11704,5.356843288815355e-06
23,12236,5.175371439181924e-06
24,12768,4.740173814624239e-06
25,13300,7.223841567609096e-06
26,13832,4.480762855465114e-06
27,14364,4.296317216056038e-06
28,14896,4.7416911960975575e-06
29,15428,5.115441196269682e-06
30,15960,5.004747760120253e-06
31,16492,6.1070900466908715e-06
32,17024,4.882375985162987e-06
33,17556,4.4691711525620045e-06
34,18088,4.996641471366791e-06
35,18620,3.1007265763568534e-06
36,19152,4.611432839094994e-06
37,19684,4.470165663843304e-06
38,20216,4.945519428564862e-06
39,20748,5.021098833422989e-06
40,21280,6.0289250306260365e-06
41,21812,3.4303420539107963e-06
42,22344,3.219458315495063e-06
43,22876,5.201792803087968e-06
44,23408,3.908427575026841e-06
45,23940,3.48772855075322e-06
46,24472,3.429690522679385e-06
47,25004,3.3177385451427047e-06
48,25536,2.7830834358155888e-06
49,26068,3.196961056784416e-06
50,26600,3.1719563259813645e-06
51,27132,2.7320607075111924e-06
52,27664,2.8242728984466286e-06
53,28196,3.5034338559357697e-06
54,28728,4.215627019014678e-06
55,29260,2.91799571360134e-06
56,29792,4.3184411523335745e-06
57,30324,3.222957357793983e-06
58,30856,2.467104669852369e-06
59,31388,2.8136399070214126e-06
60,31920,2.859348999828528e-06
61,32452,3.6498316532636264e-06
62,32984,4.614357913081429e-06
63,33516,3.7814581569168488e-06
64,34048,2.6091249840207313e-06
65,34580,2.6775710172577337e-06
66,35112,2.3067180905272044e-06
67,35644,1.9435165908627708e-06
68,36176,2.3974309678015353e-06
69,36708,2.4331046381366486e-06
70,37240,2.3566283833365687e-06
71,37772,2.394642707261205e-06
72,38304,2.6048334609984366e-06
73,38836,2.414206021746363e-06
74,39368,1.929100331422654e-06
75,39900,2.230960217578799e-06
76,40432,2.6117623432889933e-06
77,40964,1.921352013579566e-06
78,41496,2.6689578500185873e-06
79,42028,2.320666341528876e-06
80,42560,2.4565295320985685e-06
81,43092,2.125504088057708e-06
82,43624,2.505316968004712e-06
83,44156,2.442190413472604e-06
84,44688,2.9348271575361003e-06
85,45220,2.1962857210166186e-06
86,45752,1.7672414241723923e-06
87,46284,2.5394235800602446e-06
88,46816,1.67785513937123e-06
89,47348,1.987687848215962e-06
90,47880,1.937501069594265e-06
91,48412,1.8781639310637663e-06
92,48944,2.23951941218172e-06
93,49476,1.6116448583373415e-06
94,50008,2.172366557699569e-06
95,50540,3.251159519427604e-06
96,51072,1.7898776076447903e-06
97,51604,1.4514347350974387e-06
98,52136,2.197026211547807e-06
99,52668,2.1835019193554936e-06
100,53200,1.7863117232757457e-06
